order_number,customer_name,customer_email,product_name,product_sku,quantity,total_amount,order_date,shipping_status,tracking_number,carrier,delivery_address
#99664,Jerry Edwards,jerry.edwards97@gmail.com,Drawing Tablet,DT-111,1,159.99,2025-12-11,processing,,,"3545 Valley Rd, Houston, TX 77001"
#93685,Jennifer Henderson,jennifer.henderson99@yahoo.com,Label Maker,LM-136,1,44.99,2026-02-02,delivered,63321632411041,LaserShip,"182 Summit Ave, Cleveland, OH 44101"
#22475,Janet Bell,janet.bell88@yahoo.com,Mouse Pad XL,MPX-109,4,91.96,2026-03-20,out_for_delivery,03092178372568301946,USPS,"4498 Pine Rd, Aurora, CO 80010"
#57197,Cynthia Martin,cynthia.martin30@outlook.com,CPU Cooler,CC-133,1,49.99,2026-02-07,delivered,04836471151891310062,USPS,"4286 Sunset Blvd, Baltimore, MD 21201"
#70933,Jonathan Wright,jonathan.wright52@yahoo.com,NVMe SSD 500GB,NVM-131,3,239.97,2026-01-08,delivered,422706180552,FedEx,"5903 Pine Rd, Tucson, AZ 85701"
#94127,Nancy Kelly,nancy.kelly89@hotmail.com,USB Microphone,UM-110,4,359.96,2026-02-10,processing,,,"1708 Lakeview Dr, St. Louis, MO 63101"
#39804,Nancy Cox,nancy.cox9@hotmail.com,Label Maker,LM-136,2,89.98,2025-12-22,delivered,1Z3937057832325829,UPS,"2253 Meadow Ln, Memphis, TN 38101"
#54749,Patrick Nelson,patrick.nelson55@hotmail.com,Webcam HD 1080p,WC-500,4,319.96,2025-11-22,shipped,599250003034,FedEx,"7406 Forest Dr, Cincinnati, OH 45201"
#53303,Gary Bailey,gary.bailey3@yahoo.com,Monitor Stand,MS-400,2,119.98,2026-03-16,shipped,22810573708698,Amazon Logistics,"727 Sunset Blvd, Nashville, TN 37201"
#22473,David Scott,david.scott10@proton.me,Smart Plug,SP-104,2,39.98,2026-01-05,delivered,6494625880,DHL,"1377 Hillside Rd, Aurora, CO 80010"
#84110,Michael Thomas,michael.thomas72@yahoo.com,Smartphone Gimbal,SG-129,1,109.99,2026-04-16,delivered,64369904916053,OnTrac,"4279 Meadow Ln, Honolulu, HI 96801"
#74566,Maria Hall,maria.hall27@proton.me,Notebook Hardcover,NB-142,2,29.98,2026-01-10,delivered,67323742133754,Amazon Logistics,"5545 Pine Rd, Honolulu, HI 96801"
#59926,Jeffrey Ortiz,jeffrey.ortiz98@outlook.com,RAM 16GB DDR4,RAM-132,2,119.98,2026-01-21,delivered,13506190619377,LaserShip,"6389 Hillside Rd, Atlanta, GA 30301"
#83065,Helen White,helen.white34@yahoo.com,4K Webcam,4KW-112,1,149.99,2026-01-17,delivered,03156595004079,LaserShip,"5207 Summit Ave, Springfield, IL 62701"
#91316,Jessica Stewart,jessica.stewart14@icloud.com,RAM 16GB DDR4,RAM-132,2,119.98,2026-01-31,processing,,,"2008 Lakeview Dr, Los Angeles, CA 90001"
#43734,Christine Young,christine.young50@outlook.com,Wireless Mouse,WM-100,3,149.97,2026-03-12,cancelled,,,"5834 Main St, Philadelphia, PA 19101"
#12946,Jessica Cruz,jessica.cruz67@icloud.com,Smartwatch,SW-119,1,199.99,2025-12-30,delivered,71965168530403,Amazon Logistics,"7177 Meadow Ln, San Francisco, CA 94101"
#44307,Jason Johnson,jason.johnson51@hotmail.com,Docking Station,DS-125,2,299.98,2026-01-15,shipped,76692471443269,Amazon Logistics,"4595 Willow Way, New Orleans, LA 70112"
#37773,Amanda Martin,amanda.martin59@proton.me,Stapler Heavy Duty,SHD-139,2,49.98,2025-12-30,delivered,97100346450775795678,USPS,"3108 Lake Dr, Oklahoma City, OK 73101"
#53082,Amy Gray,amy.gray61@yahoo.com,Mechanical Keyboard,MK-200,1,89.99,2026-04-20,shipped,95068423816381,LaserShip,"7716 Maple Dr, Denver, CO 80201"
#30421,Debra Martinez,debra.martinez82@proton.me,Standing Desk Mat,SDM-101,3,167.97,2026-01-01,pending,,,"4278 Maple Dr, Atlanta, GA 30301"
#48667,Jack Gray,jack.gray30@proton.me,Mechanical Keyboard,MK-200,1,89.99,2025-12-29,delivered,439328920182,FedEx,"5058 Maple Dr, Jacksonville, FL 32099"
#68199,Lisa Collins,lisa.collins20@icloud.com,Smart Plug,SP-104,4,79.96,2026-01-18,out_for_delivery,0782038288,DHL,"7718 Pine Rd, Albuquerque, NM 87101"
#54142,Mary King,mary.king57@yahoo.com,Shredder,SH-137,2,179.98,2026-04-22,pending,,,"8709 Lake Dr, Las Vegas, NV 89101"
#38124,James Diaz,james.diaz38@yahoo.com,Mechanical Keyboard,MK-200,3,269.97,2026-01-06,out_for_delivery,13760047684877853961,USPS,"5654 Park Ave, Portland, OR 97201"
#60677,Deborah Bell,deborah.bell17@proton.me,Shredder,SH-137,2,179.98,2026-02-14,shipped,0016650298,DHL,"7005 Lake Dr, Charlotte, NC 28201"
#58550,Helen Fisher,helen.fisher60@hotmail.com,Mini Projector,MP-113,1,199.99,2026-03-20,shipped,06758826844655,OnTrac,"6818 Broadway, Miami, FL 33101"
#85842,Donna Martin,donna.martin12@yahoo.com,Power Bank 20000mAh,PB-118,1,49.99,2026-03-13,pending,,,"9535 Pine Rd, Philadelphia, PA 19101"
#96460,Dorothy Bailey,dorothy.bailey45@hotmail.com,Drawing Tablet,DT-111,2,319.98,2026-03-23,delivered,79460346083633,OnTrac,"5243 Sunset Blvd, Honolulu, HI 96801"
#94380,Samantha Nelson,samantha.nelson58@icloud.com,USB-C Hub,UCH-300,4,159.96,2025-12-03,delivered,40092371613662,LaserShip,"6537 Elm St, Atlanta, GA 30301"
#88249,Mary Johnson,mary.johnson17@yahoo.com,Stapler Heavy Duty,SHD-139,3,74.97,2026-02-11,pending,,,"2937 Oak Ave, San Diego, CA 92101"
#25134,Carolyn Anderson,carolyn.anderson7@yahoo.com,Portable Monitor,PM-130,4,999.96,2026-01-13,delivered,39651305159378,OnTrac,"2698 Lakeview Dr, Richmond, VA 23218"
#56331,Anna Garcia,anna.garcia46@outlook.com,Bluetooth Speaker,BS-106,1,69.99,2026-04-19,delivered,54028108032360,LaserShip,"5774 Forest Dr, Richmond, VA 23218"
#98974,Lisa Davis,lisa.davis68@yahoo.com,Smart Plug,SP-104,3,59.97,2025-12-04,delivered,1Z7209986718238975,UPS,"793 Sunset Blvd, Denver, CO 80201"
#92524,Gary Jackson,gary.jackson56@gmail.com,Portable Monitor,PM-130,1,249.99,2025-12-21,delivered,7254457017,DHL,"4093 Sunset Blvd, Salt Lake City, UT 84101"
#42346,Shirley Ortiz,shirley.ortiz12@icloud.com,Ring Light 10inch,RL-105,4,199.96,2025-12-13,shipped,13638267249488,LaserShip,"4409 Valley Rd, Cleveland, OH 44101"
#95536,Anthony Anderson,anthony.anderson10@hotmail.com,Docking Station,DS-125,4,599.96,2025-12-08,processing,,,"9059 Valley Rd, Albuquerque, NM 87101"
#52506,Thomas Wood,thomas.wood25@gmail.com,Smartwatch,SW-119,3,599.97,2026-03-10,delivered,65029341056489,Amazon Logistics,"8489 Forest Dr, Detroit, MI 48201"
#36525,Eric Scott,eric.scott39@icloud.com,Portable SSD 1TB,SSD-102,4,439.96,2025-12-16,shipped,1Z5334390262078760,UPS,"1183 Pine Rd, Arlington, TX 76001"
#55729,Michelle Price,michelle.price46@outlook.com,Notebook Hardcover,NB-142,4,59.96,2026-03-22,delivered,17485435756309,OnTrac,"6295 Highland Ave, Anaheim, CA 92801"
#75749,Jack Flores,jack.flores62@outlook.com,Portable Monitor,PM-130,2,499.98,2026-01-22,delivered,65799052097122452689,USPS,"7528 Lake Dr, Miami, FL 33101"
#31363,Susan Taylor,susan.taylor31@icloud.com,Mechanical Numpad,MN-124,1,55.99,2026-03-06,shipped,291997687481,FedEx,"5305 Valley Rd, Indianapolis, IN 46201"
#21055,Cynthia Jackson,cynthia.jackson9@icloud.com,Ergonomic Chair,EC-900,1,299.99,2026-01-15,shipped,18117225687994,Amazon Logistics,"9566 Valley Rd, Columbus, OH 43085"
#62657,Mark Wilson,mark.wilson2@yahoo.com,Cable Management Box,CMB-108,1,24.99,2026-04-27,processing,,,"7978 Hillside Rd, New Orleans, LA 70112"
#68148,Steven Mitchell,steven.mitchell31@outlook.com,Smartwatch,SW-119,2,399.98,2026-01-10,shipped,028153873318,FedEx,"6382 Elm St, Tucson, AZ 85701"
#27398,Samuel Scott,samuel.scott18@outlook.com,Earbuds Pro,EP-121,2,199.98,2026-01-15,shipped,38643352576915,OnTrac,"5782 Meadow Ln, Dallas, TX 75201"
#53324,Paul Reyes,paul.reyes16@yahoo.com,Smartphone Gimbal,SG-129,2,219.98,2026-01-26,shipped,1Z7030366351470969,UPS,"535 Maple Dr, Tucson, AZ 85701"
#61318,Stephanie Howard,stephanie.howard27@proton.me,Capture Card,CC-126,1,89.99,2026-03-30,delivered,65434948152876,Amazon Logistics,"5792 Main St, Dallas, TX 75201"
#25319,Christopher Evans,christopher.evans2@hotmail.com,Mechanical Keyboard,MK-200,2,179.98,2025-12-02,shipped,131719805502,FedEx,"3668 Meadow Ln, Richmond, VA 23218"
#82934,Janet Rodriguez,janet.rodriguez48@hotmail.com,Mini Projector,MP-113,2,399.98,2026-02-25,pending,,,"5208 Elm St, San Jose, CA 95101"
#23320,Patricia Hall,patricia.hall83@outlook.com,Mechanical Keyboard,MK-200,1,89.99,2026-04-06,delivered,86195508697124,LaserShip,"3489 Broadway, Pittsburgh, PA 15201"
#87525,Justin Cox,justin.cox88@gmail.com,Portable SSD 1TB,SSD-102,2,219.98,2026-05-11,delivered,23077698701314724518,USPS,"7874 Hillside Rd, Salt Lake City, UT 84101"
#67872,Karen Davis,karen.davis65@outlook.com,Mechanical Numpad,MN-124,1,55.99,2026-03-16,delivered,36661757273179474998,USPS,"8963 Main St, Aurora, CO 80010"
#37442,Kevin Rodriguez,kevin.rodriguez25@icloud.com,Earbuds Pro,EP-121,2,199.98,2026-02-01,delivered,1673104410,DHL,"9958 Summit Ave, Bakersfield, CA 93301"
#52307,Angela Long,angela.long30@hotmail.com,Smart Plug,SP-104,1,19.99,2026-03-01,delivered,03440737278598,Amazon Logistics,"7722 Pine Rd, Cincinnati, OH 45201"
#53993,Stephanie Morgan,stephanie.morgan49@yahoo.com,Air Purifier,AP-115,1,129.99,2026-04-10,shipped,23228133299229,LaserShip,"7030 Lake Dr, Memphis, TN 38101"
#22239,Kevin Butler,kevin.butler65@proton.me,Notebook Hardcover,NB-142,4,59.96,2026-05-16,shipped,3492048893,DHL,"5737 Maple Dr, Aurora, CO 80010"
#89680,Samuel Lewis,samuel.lewis20@yahoo.com,Label Maker,LM-136,3,134.97,2026-05-20,delivered,61925042813865,OnTrac,"9142 Park Ave, Omaha, NE 68101"
#69567,Amy Gomez,amy.gomez33@yahoo.com,Bluetooth Speaker,BS-106,4,279.96,2026-02-17,delivered,28634854627874942017,USPS,"9310 Elm St, Seattle, WA 98101"
#97971,Brandon Lopez,brandon.lopez34@yahoo.com,Gaming Mouse,GM-122,4,279.96,2026-01-23,shipped,1Z4872952275107287,UPS,"3350 Broadway, Indianapolis, IN 46201"
#11648,Frank White,frank.white47@yahoo.com,4K Webcam,4KW-112,2,299.98,2026-01-06,shipped,766759554202,FedEx,"5929 Oak Ave, Corpus Christi, TX 78401"
#85646,Gary Lewis,gary.lewis5@gmail.com,Portable SSD 1TB,SSD-102,3,329.97,2026-01-22,delivered,24843475478004,LaserShip,"8981 Summit Ave, Houston, TX 77001"
#10555,Cynthia Lopez,cynthia.lopez51@yahoo.com,LED Desk Lamp,LDL-800,2,69.98,2026-01-27,delivered,4038531740,DHL,"4333 Sunset Blvd, Las Vegas, NV 89101"
#18346,Kenneth Watson,kenneth.watson19@gmail.com,Mechanical Keyboard,MK-200,2,179.98,2026-05-18,shipped,8029337702,DHL,"9381 Pine Rd, Corpus Christi, TX 78401"
#54566,Helen Rivera,helen.rivera77@gmail.com,Stapler Heavy Duty,SHD-139,1,24.99,2026-02-17,shipped,6084068347,DHL,"9464 Lakeview Dr, Pittsburgh, PA 15201"
#31666,Sandra Clark,sandra.clark59@hotmail.com,Earbuds Pro,EP-121,3,299.97,2026-02-09,delivered,43255107188609,LaserShip,"5942 Elm St, San Jose, CA 95101"
#34578,Sandra Allen,sandra.allen14@icloud.com,Mechanical Keyboard,MK-200,3,269.97,2025-11-27,delivered,1Z4409048638637274,UPS,"2016 Broadway, Tucson, AZ 85701"
#35804,Dennis Fisher,dennis.fisher83@outlook.com,NVMe SSD 500GB,NVM-131,2,159.98,2025-12-26,delivered,95895975737069877042,USPS,"4228 Summit Ave, Detroit, MI 48201"
#85529,Melissa Stewart,melissa.stewart52@icloud.com,RAM 16GB DDR4,RAM-132,1,59.99,2025-12-17,delivered,14572911497547,LaserShip,"7214 Oak Ave, Memphis, TN 38101"
#51537,Susan Collins,susan.collins68@yahoo.com,Bluetooth Speaker,BS-106,2,139.98,2026-01-01,delivered,1Z1655282389820088,UPS,"2343 River Rd, Kansas City, MO 64101"
#95384,Frank Cooper,frank.cooper30@icloud.com,Fitness Tracker,FT-120,1,89.99,2026-03-08,delivered,1878600241,DHL,"2339 Highland Ave, Omaha, NE 68101"
#62705,Cynthia Diaz,cynthia.diaz91@gmail.com,Portable SSD 1TB,SSD-102,3,329.97,2026-01-22,shipped,12940588466314,Amazon Logistics,"3440 Main St, Anaheim, CA 92801"
#50898,Patricia Davis,patricia.davis69@icloud.com,Ergonomic Chair,EC-900,4,1199.96,2025-12-04,shipped,07249642852948,LaserShip,"5998 Maple Dr, Detroit, MI 48201"
#32089,Richard Myers,richard.myers85@icloud.com,Mini Projector,MP-113,4,799.96,2026-01-16,shipped,91985697757013670267,USPS,"1353 Oak Ave, Houston, TX 77001"
#23560,Joseph Nelson,joseph.nelson48@icloud.com,Label Maker,LM-136,4,179.96,2025-12-31,shipped,02666846004992,LaserShip,"5554 Forest Dr, Austin, TX 73301"
#54006,George Wood,george.wood78@outlook.com,Fitness Tracker,FT-120,4,359.96,2026-03-18,shipped,63849301498244,LaserShip,"7542 Elm St, San Francisco, CA 94101"
#19574,Brandon Smith,brandon.smith47@yahoo.com,Ergonomic Chair,EC-900,1,299.99,2026-05-20,pending,,,"1534 Oak Ave, Bakersfield, CA 93301"
#70424,Margaret Sullivan,margaret.sullivan5@icloud.com,NVMe SSD 500GB,NVM-131,1,79.99,2026-01-19,shipped,34443553441472,LaserShip,"6861 Washington Blvd, Pittsburgh, PA 15201"
#40300,Jeffrey Brooks,jeffrey.brooks49@gmail.com,Portable SSD 1TB,SSD-102,1,109.99,2026-02-11,delivered,547924389392,FedEx,"6916 Willow Way, Pittsburgh, PA 15201"
#86047,Elizabeth Davis,elizabeth.davis41@icloud.com,Fitness Tracker,FT-120,3,269.97,2025-12-27,delivered,1Z5062507927849749,UPS,"8991 Washington Blvd, Albuquerque, NM 87101"
#55038,Mark Carter,mark.carter41@yahoo.com,Mechanical Keyboard,MK-200,2,179.98,2026-02-25,delivered,13038689784037,OnTrac,"7832 Sunset Blvd, Pittsburgh, PA 15201"
#44249,Lisa Rodriguez,lisa.rodriguez10@icloud.com,Laptop Stand,LS-700,4,183.96,2026-05-09,pending,,,"3283 Pine Rd, Corpus Christi, TX 78401"
#71477,Carol Foster,carol.foster36@proton.me,Smart Plug,SP-104,3,59.97,2026-01-14,shipped,30532004621511,Amazon Logistics,"1903 Broadway, St. Louis, MO 63101"
#87663,Samuel Bennett,samuel.bennett65@outlook.com,Webcam HD 1080p,WC-500,3,239.97,2026-03-24,delivered,1Z9959147338683331,UPS,"4541 Valley Rd, Richmond, VA 23218"
#84928,Samuel Wilson,samuel.wilson52@hotmail.com,Stapler Heavy Duty,SHD-139,1,24.99,2025-11-30,out_for_delivery,88807792021826,LaserShip,"8255 Oak Ave, New Orleans, LA 70112"
#21832,Donald Martin,donald.martin57@gmail.com,Laptop Stand,LS-700,3,137.97,2026-03-24,delivered,84722382295250,LaserShip,"6824 Elm St, San Jose, CA 95101"
#98664,Patrick Lee,patrick.lee10@outlook.com,Cable Management Box,CMB-108,1,24.99,2026-03-11,shipped,775788034680,FedEx,"1509 Washington Blvd, Bakersfield, CA 93301"
#83816,Nicholas Allen,nicholas.allen17@proton.me,Whiteboard Markers Set,WMS-140,2,25.98,2025-12-05,out_for_delivery,61263025538984611293,USPS,"5752 Highland Ave, Minneapolis, MN 55401"
#33869,Ryan Collins,ryan.collins93@gmail.com,Mechanical Numpad,MN-124,4,223.96,2026-03-31,returned,76809723466070419772,USPS,"3939 Sunset Blvd, Charlotte, NC 28201"
#98535,Heather Martinez,heather.martinez77@proton.me,NVMe SSD 500GB,NVM-131,3,239.97,2025-11-28,delivered,829861667483,FedEx,"4018 Meadow Ln, Springfield, IL 62701"
#41945,Laura Bailey,laura.bailey64@proton.me,Docking Station,DS-125,3,449.97,2026-01-02,pending,,,"9586 Forest Dr, Albuquerque, NM 87101"
#71134,Helen Torres,helen.torres73@gmail.com,Capture Card,CC-126,1,89.99,2026-04-16,cancelled,,,"394 Elm St, Richmond, VA 23218"
#75040,Nicholas Johnson,nicholas.johnson61@icloud.com,Mouse Pad XL,MPX-109,1,22.99,2026-02-14,delivered,43810017085106,OnTrac,"9859 Lake Dr, Bakersfield, CA 93301"
#41563,Donald Davis,donald.davis78@yahoo.com,Whiteboard Markers Set,WMS-140,1,12.99,2026-03-11,delivered,33918893670196305054,USPS,"9690 Washington Blvd, St. Louis, MO 63101"
#33779,Anna Smith,anna.smith88@outlook.com,Wireless Charger,WCH-103,4,119.96,2026-02-27,delivered,06028729449110,Amazon Logistics,"6803 Lake Dr, Arlington, TX 76001"
#42911,Brian Barnes,brian.barnes21@gmail.com,Smart Bulb Pack,SBP-114,2,79.98,2026-02-03,pending,,,"9005 Maple Dr, Corpus Christi, TX 78401"
#21876,Samuel Murphy,samuel.murphy92@icloud.com,Shredder,SH-137,3,269.97,2026-01-09,shipped,65628389181100,LaserShip,"7916 River Rd, Chicago, IL 60601"
#96915,Janet Williams,janet.williams77@hotmail.com,Surge Protector,SP2-135,1,32.99,2026-05-03,shipped,464138046750,FedEx,"1787 Pine Rd, Detroit, MI 48201"
#96356,Michael Bennett,michael.bennett89@icloud.com,Wireless Charger,WCH-103,4,119.96,2026-03-08,processing,,,"3842 Park Ave, Arlington, TX 76001"
#42091,Nicole Sullivan,nicole.sullivan57@hotmail.com,Desk Organizer,DO-116,2,55.98,2026-01-07,delivered,1Z7642029977363938,UPS,"7951 Hillside Rd, Cincinnati, OH 45201"
#68638,Shirley White,shirley.white82@icloud.com,Capture Card,CC-126,3,269.97,2026-03-20,delivered,36304319440098,Amazon Logistics,"4323 Main St, Richmond, VA 23218"
#97053,Maria Robinson,maria.robinson76@gmail.com,4K Webcam,4KW-112,3,449.97,2026-01-14,shipped,54301571958594,Amazon Logistics,"5549 Pine Rd, Denver, CO 80201"
#60323,Patricia Anderson,patricia.anderson52@outlook.com,Mechanical Keyboard,MK-200,3,269.97,2026-03-11,processing,,,"8406 Maple Dr, Chicago, IL 60601"
#31184,Patrick Torres,patrick.torres81@hotmail.com,Webcam HD 1080p,WC-500,1,79.99,2026-03-20,delivered,49242938327516,OnTrac,"5277 Lake Dr, Tampa, FL 33601"
#45474,Kimberly Sullivan,kimberly.sullivan49@proton.me,Power Bank 20000mAh,PB-118,4,199.96,2025-12-07,shipped,881059915555,FedEx,"6168 Oak Ave, Sacramento, CA 95814"
#94439,Brenda Nguyen,brenda.nguyen72@yahoo.com,Cable Management Box,CMB-108,1,24.99,2025-11-24,shipped,982284388079,FedEx,"3462 Sunset Blvd, Seattle, WA 98101"
#48854,Robert Torres,robert.torres82@outlook.com,Monitor Stand,MS-400,3,179.97,2026-02-22,shipped,2641565456,DHL,"2461 River Rd, Raleigh, NC 27601"
#47025,Edward Baker,edward.baker19@yahoo.com,Power Bank 20000mAh,PB-118,1,49.99,2026-03-16,delivered,3670108530,DHL,"1890 Pine Rd, Cleveland, OH 44101"
#68955,Sharon Ross,sharon.ross2@hotmail.com,Noise Cancelling Headphones,NCH-600,2,259.98,2026-03-16,delivered,30338190470506915758,USPS,"8933 Summit Ave, Boston, MA 02101"
#55752,Christine Taylor,christine.taylor60@outlook.com,Desk Organizer,DO-116,4,111.96,2025-12-10,shipped,850102691891,FedEx,"738 Meadow Ln, New Orleans, LA 70112"
#97625,Mary Anderson,mary.anderson9@proton.me,Docking Station,DS-125,1,149.99,2026-01-09,delivered,1Z5822246220314304,UPS,"5735 Washington Blvd, Portland, OR 97201"
#14021,Rebecca Gray,rebecca.gray96@icloud.com,Webcam HD 1080p,WC-500,2,159.98,2026-02-15,delivered,77313803270148,Amazon Logistics,"9253 Forest Dr, Denver, CO 80201"
#95126,Benjamin Gonzalez,benjamin.gonzalez58@outlook.com,Capture Card,CC-126,2,179.98,2026-02-28,processing,,,"3960 Pine Rd, Jacksonville, FL 32099"
#63026,Michelle Russell,michelle.russell35@gmail.com,Smart Bulb Pack,SBP-114,4,159.96,2025-12-19,delivered,30570428056781,LaserShip,"271 Lake Dr, Aurora, CO 80010"
#32704,Amy Hall,amy.hall48@yahoo.com,Standing Desk Mat,SDM-101,4,223.96,2026-01-07,shipped,57889492953846,Amazon Logistics,"1406 Oak Ave, Baltimore, MD 21201"
#31723,Edward Nguyen,edward.nguyen4@icloud.com,Earbuds Pro,EP-121,1,99.99,2026-01-08,shipped,40299711881364,OnTrac,"2064 Meadow Ln, Columbus, OH 43085"
#12375,Gregory Jenkins,gregory.jenkins4@outlook.com,LED Desk Lamp,LDL-800,4,139.96,2026-02-17,shipped,8279826561,DHL,"6076 Cedar Ln, Minneapolis, MN 55401"
#63968,Patrick Phillips,patrick.phillips86@hotmail.com,Stapler Heavy Duty,SHD-139,3,74.97,2026-04-15,delivered,75862050389649,Amazon Logistics,"6430 Willow Way, Tampa, FL 33601"
#96602,Nicole Hill,nicole.hill32@outlook.com,USB-C Hub,UCH-300,2,79.98,2025-12-06,delivered,1Z7137338517485899,UPS,"1441 Highland Ave, Louisville, KY 40201"
#11570,Nicholas Edwards,nicholas.edwards92@outlook.com,USB-C Hub,UCH-300,1,39.99,2026-02-22,delivered,3536364060,DHL,"3051 Valley Rd, Arlington, TX 76001"
#56401,Jason Collins,jason.collins60@hotmail.com,Fitness Tracker,FT-120,2,179.98,2025-12-30,delivered,801386860921,FedEx,"6582 Maple Dr, Pittsburgh, PA 15201"
#59710,Margaret Rodriguez,margaret.rodriguez49@icloud.com,Cable Management Box,CMB-108,2,49.98,2026-04-24,shipped,41245370574173,LaserShip,"7367 Lakeview Dr, Corpus Christi, TX 78401"
#80809,Patricia Davis,patricia.davis54@proton.me,Portable Monitor,PM-130,1,249.99,2026-03-28,delivered,5526936681,DHL,"7934 Washington Blvd, St. Louis, MO 63101"
#43520,Barbara Barnes,barbara.barnes68@yahoo.com,4K Webcam,4KW-112,1,149.99,2026-01-16,delivered,33897155687088,LaserShip,"8051 Sunset Blvd, Memphis, TN 38101"
#19668,Anna Thomas,anna.thomas22@outlook.com,LED Desk Lamp,LDL-800,3,104.97,2025-12-15,shipped,33505506238121,OnTrac,"9108 Park Ave, Cincinnati, OH 45201"
#99239,Shirley Richardson,shirley.richardson8@outlook.com,Drawing Tablet,DT-111,4,639.96,2025-12-02,shipped,38382025190922,Amazon Logistics,"200 Valley Rd, Pittsburgh, PA 15201"
#53666,Paul Robinson,paul.robinson44@icloud.com,Air Purifier,AP-115,2,259.98,2025-12-14,shipped,0766288047,DHL,"4210 Sunset Blvd, Louisville, KY 40201"
#69279,Jack Kelly,jack.kelly5@outlook.com,Green Screen,GS-127,1,45.99,2025-12-12,delivered,224343773126,FedEx,"8150 Broadway, Austin, TX 73301"
#37502,Richard Wood,richard.wood66@yahoo.com,Portable Monitor,PM-130,4,999.96,2025-11-22,delivered,68670883750431,OnTrac,"7523 Summit Ave, San Francisco, CA 94101"
#32408,Benjamin Wood,benjamin.wood26@icloud.com,Whiteboard Markers Set,WMS-140,2,25.98,2026-04-18,returned,909040129511,FedEx,"7444 Main St, Cleveland, OH 44101"
#89276,Dorothy Edwards,dorothy.edwards86@yahoo.com,Tripod Stand,TS-128,3,119.97,2025-11-24,shipped,447294862676,FedEx,"5089 Main St, Portland, OR 97201"
#93367,Jason Sanders,jason.sanders51@yahoo.com,Drawing Tablet,DT-111,2,319.98,2026-03-20,delivered,34129184143388,OnTrac,"5125 Washington Blvd, Houston, TX 77001"
#75886,Lisa Smith,lisa.smith26@yahoo.com,USB Microphone,UM-110,3,269.97,2026-05-15,delivered,08409675877229,LaserShip,"6413 Maple Dr, Miami, FL 33101"
#98268,Matthew Kelly,matthew.kelly9@hotmail.com,Label Maker,LM-136,1,44.99,2026-03-06,shipped,041430185444,FedEx,"9498 Willow Way, Kansas City, MO 64101"
#17981,Andrew Wood,andrew.wood53@proton.me,Notebook Hardcover,NB-142,3,44.97,2026-01-30,processing,,,"6054 Pine Rd, Kansas City, MO 64101"
#64680,Jacob Hernandez,jacob.hernandez85@outlook.com,Green Screen,GS-127,2,91.98,2026-01-26,delivered,1Z1286767163300709,UPS,"6422 Valley Rd, Springfield, IL 62701"
#23743,Betty Turner,betty.turner63@proton.me,Shredder,SH-137,4,359.96,2026-04-22,returned,73964867190342,OnTrac,"1272 Oak Ave, Dallas, TX 75201"
#88296,Patricia Martin,patricia.martin76@icloud.com,Standing Desk Mat,SDM-101,4,223.96,2026-02-26,pending,,,"1386 Oak Ave, Arlington, TX 76001"
#82458,Stephen Martin,stephen.martin28@yahoo.com,Portable SSD 1TB,SSD-102,3,329.97,2026-02-28,delivered,75699084740894357283,USPS,"8006 Sunset Blvd, Cincinnati, OH 45201"
#87624,Jason Rogers,jason.rogers85@proton.me,Stapler Heavy Duty,SHD-139,3,74.97,2026-04-27,out_for_delivery,75816395234597,LaserShip,"8565 Lake Dr, Honolulu, HI 96801"
#55207,Stephanie Morgan,stephanie.morgan41@hotmail.com,Webcam HD 1080p,WC-500,2,159.98,2026-03-07,shipped,95492285519821,Amazon Logistics,"4930 Park Ave, Arlington, TX 76001"
#60178,Brian Gomez,brian.gomez32@proton.me,Smart Bulb Pack,SBP-114,4,159.96,2025-12-06,delivered,20253285180170,OnTrac,"1578 Valley Rd, Minneapolis, MN 55401"
#86249,Emma Brown,emma.brown69@yahoo.com,Standing Desk Mat,SDM-101,3,167.97,2026-01-03,delivered,1Z2521203626274310,UPS,"5390 Main St, Minneapolis, MN 55401"
#78972,James Allen,james.allen63@yahoo.com,Capture Card,CC-126,1,89.99,2026-05-15,shipped,9213800192,DHL,"8348 Pine Rd, Memphis, TN 38101"
#38228,Ashley Henderson,ashley.henderson56@proton.me,Air Purifier,AP-115,4,519.96,2026-01-17,processing,,,"4475 Washington Blvd, Columbus, OH 43085"
#64704,Emily Roberts,emily.roberts24@hotmail.com,Docking Station,DS-125,1,149.99,2026-02-06,delivered,58489117763869,LaserShip,"950 Forest Dr, Corpus Christi, TX 78401"
#76826,Larry Cruz,larry.cruz50@yahoo.com,Webcam HD 1080p,WC-500,4,319.96,2026-01-01,shipped,72696672004154,LaserShip,"5036 Forest Dr, Cincinnati, OH 45201"
#79907,Amy Walker,amy.walker3@proton.me,Drawing Tablet,DT-111,3,479.97,2026-03-20,delivered,2390128962,DHL,"1554 Cedar Ln, San Francisco, CA 94101"
#47071,Laura Hill,laura.hill47@hotmail.com,USB-C Hub,UCH-300,2,79.98,2025-12-28,shipped,735608776033,FedEx,"6656 Highland Ave, Tucson, AZ 85701"
#79633,Ronald Perez,ronald.perez90@outlook.com,Webcam HD 1080p,WC-500,4,319.96,2026-05-17,delivered,1Z7894133791015088,UPS,"1346 Cedar Ln, Tucson, AZ 85701"
